model_path,test_set_path,mean_ppl,ci_low,ci_high,skipped_samples,ci_level,ci_method,split,max_samples,seed,bootstrap_iters
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,7.936164,7.657474,8.193614,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,9.739454,9.449563,10.018739,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,8.77904,8.480668,9.086397,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,8.971954,8.675788,9.296461,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.187433,8.867019,9.485682,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,8.719868,8.437877,9.024686,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,10.451645,10.158782,10.757531,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,9.558445,9.227846,9.899008,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,9.674286,9.36195,10.010308,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,9.963458,9.611505,10.28549,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.624923,9.30886,9.933273,7,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_america_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.909282,9.566556,10.258692,2,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_asia_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.926301,9.616444,10.277487,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_europe_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.219763,9.830429,10.574524,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_africa_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.392393,10.039485,10.744898,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_america_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.680141,10.294388,11.074168,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_asia_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.64005,10.271009,10.99898,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_europe_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.141415,10.726156,11.519729,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.820868,12.413649,13.257354,9,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.042693,10.668524,11.396289,16,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.824366,9.507239,10.1547,10,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.762401,12.297649,13.203122,10,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.05802,10.675967,11.451208,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.066559,9.70343,10.416918,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.824824,12.4035,13.232143,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.073342,10.72181,11.454928,26,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.056709,9.723014,10.387505,7,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,13.164749,12.703578,13.647315,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.477015,11.092183,11.873385,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.334283,9.943967,10.695971,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.714781,13.225411,14.179873,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.948343,11.53006,12.361621,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.587783,10.229517,10.942467,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.584227,13.097098,14.08403,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.835663,11.414413,12.265112,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.772615,10.389906,11.168896,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.727901,13.247667,14.197528,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.944373,11.543804,12.334293,1,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.774026,10.402542,11.134354,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,14.270947,13.731012,14.779501,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,12.420379,11.978388,12.840432,1,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.24942,10.82502,11.636692,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,12.167935,11.842467,12.484402,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_america_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,12.671173,12.38892,12.994199,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_asia_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,11.97031,11.646068,12.296587,2,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_europe_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,13.571349,13.226769,13.945348,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_africa_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,13.489755,13.09385,13.86435,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_america_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,13.542666,13.193202,13.908119,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_asia_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,13.089791,12.743177,13.464472,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablations/leave_one_out/combined_no_europe_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,14.649557,14.269187,15.048901,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,16.196857,15.740153,16.632959,7,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,13.933367,13.573594,14.296835,16,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,12.432433,12.134209,12.74242,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,16.214556,15.810359,16.615798,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,13.9916,13.640763,14.327653,4,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,12.752801,12.4215,13.078548,4,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,15.629133,15.211065,16.069913,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,13.52511,13.162455,13.916522,42,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,12.08671,11.781639,12.414212,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,17.294347,16.869052,17.778242,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,14.763024,14.40095,15.164896,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,13.595328,13.262968,13.976061,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,17.833087,17.281466,18.350883,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,15.447462,15.046366,15.891687,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,13.740708,13.332199,14.126338,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,17.176905,16.731348,17.649269,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,14.831262,14.462132,15.236899,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,13.591123,13.239901,13.955105,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,16.913644,16.457997,17.386943,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,14.609218,14.228525,14.999978,1,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,13.190728,12.843277,13.565057,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,18.609412,18.140357,19.125243,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,16.094676,15.685065,16.534601,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,14.676887,14.304078,15.076478,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.136876,11.724901,12.532737,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.546584,10.228697,10.898374,15,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.393199,9.08655,9.696752,6,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.093821,12.626606,13.542012,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.350801,10.965613,11.720725,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.11385,9.759313,10.437952,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,10.481151,10.150702,10.827224,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,12.946465,12.566106,13.331988,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,11.596944,11.219223,12.013724,11,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,11.821304,11.410565,12.264733,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.106001,8.812081,9.408852,10,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,11.199207,10.886286,11.529061,13,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,10.090377,9.725299,10.420356,24,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,10.210087,9.867,10.578687,2,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,8.130886,7.876867,8.389395,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,9.910451,9.607927,10.192014,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,8.959295,8.690696,9.271251,8,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,9.12724,8.826318,9.4564,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,11.492017,11.094729,11.884566,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,13.872882,13.495453,14.277659,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,12.518888,12.098903,12.968362,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,12.740986,12.299936,13.20743,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,9.94682,9.614566,10.273754,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,11.902074,11.548336,12.236919,1,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,10.843826,10.505164,11.208347,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,10.985782,10.62428,11.378437,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,8.875716,8.586025,9.184479,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,10.609206,10.309545,10.918397,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,9.686711,9.359237,10.029846,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/ablation_intermediates/metadata/combined_without_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,9.83341,9.515402,10.17197,0,0.95,bootstrap,test,1000,42,1000
